	id	title	text	answer
639	post_546	FEEDBACK: Scraper not found!!!	I don't understand what's wrong. I have submitted the ipython notebook as mentioned here : https://github.com/CS410Assignments/MP2.1	You have to put the scraper in the scraper_code folder and name sure your file is named correctly
640	post_546	FEEDBACK: Scraper not found!!!	I don't understand what's wrong. I have submitted the ipython notebook as mentioned here : https://github.com/CS410Assignments/MP2.1	Found the solution, I had named the folder incorrectly.
641	post_550	ChromeDriver issues	"When trying to run my program, I am getting an error related to ChromeDriver. It says “chromedriver cannot be opened because the developer cannot be verified.” Is there a way to bypass this?
The chromedriver is in my scraper code folder"	If you are using Mac, it's probably an issue related to your Settings. https://support.apple.com/en-us/HT202491
642	post_550	ChromeDriver issues	"When trying to run my program, I am getting an error related to ChromeDriver. It says “chromedriver cannot be opened because the developer cannot be verified.” Is there a way to bypass this?
The chromedriver is in my scraper code folder"	Not a chromedriver issue but its more of a mac behaviour i.e if the app is untrusted i.e not from app store , unless you verify this explicitly - this will pop you up this ... Just open it directly before using in the code explicitly to get rid of this problem
643	post_550	ChromeDriver issues	"When trying to run my program, I am getting an error related to ChromeDriver. It says “chromedriver cannot be opened because the developer cannot be verified.” Is there a way to bypass this?
The chromedriver is in my scraper code folder"	"On Mac, when I opened the chromedriver file directly and got that message, I just clicked ""Open"" to proceed. Thereafter, the error message never came up again when accessing it directly or within the program. I also made sure to have it in the same folder as my ipynb file."
644	post_550	ChromeDriver issues	"When trying to run my program, I am getting an error related to ChromeDriver. It says “chromedriver cannot be opened because the developer cannot be verified.” Is there a way to bypass this?
The chromedriver is in my scraper code folder"	On windows, I just put the exe under the same folder as the ipynb file.
645	post_553	personal homepage check	In this part, some people put their personal homepage but some other people put their Lab homepage. How could I check about it?	I think you check whether the link contains there personal alias, which is the suffix usually in the url or email
646	post_553	personal homepage check	In this part, some people put their personal homepage but some other people put their Lab homepage. How could I check about it?	"You can do something like fallback mechanism,
if personal homepage is present extract text from there
else if lab home  page is present extract text from  there
else extract text from the profile page"
647	post_553	personal homepage check	In this part, some people put their personal homepage but some other people put their Lab homepage. How could I check about it?	check what is the difference in the corresponding description between personal home page and Lab Home page.
648	post_553	personal homepage check	In this part, some people put their personal homepage but some other people put their Lab homepage. How could I check about it?	"You may check if the prefix is not expected, you may ignore this one.
At last, if you find at least 6, it is fine"
649	post_558	MP2.2 Stop Words	Do we have to remove stop words in both cranfield-queries.txt and cranfield.dat?	"If you see readme, it is mentioned as below. Therefore, we don't need to remove stopwords.
stopwords.txt: A file containing stopwords that will not be indexed."
650	post_558	MP2.2 Stop Words	Do we have to remove stop words in both cranfield-queries.txt and cranfield.dat?	No, you do not
651	post_558	MP2.2 Stop Words	Do we have to remove stop words in both cranfield-queries.txt and cranfield.dat?	"No I don't believe you do (I didn't touch those files). The main task is creating an InL2 estimator in the file named ""search_eval.py"". There is a formula for it on the README."
652	post_562	Could we write MP2.1 completely different from sample/scraper.ipynb	Since the website I choose is a static website, and I can easily achieve the scraping job using only bs4 and requests less than 40 lines of code. The sample Jupiter notebook is using selenium which is not necessary for a static website. Is that ok for me to write scraper.py using my own method as long as I generate the properly formatted bios.txt and bio_urls.txt?	"Absolutely.
They have just provided some guidelines for references and possibilities. But you are free to take your own approach."
653	post_562	Could we write MP2.1 completely different from sample/scraper.ipynb	Since the website I choose is a static website, and I can easily achieve the scraping job using only bs4 and requests less than 40 lines of code. The sample Jupiter notebook is using selenium which is not necessary for a static website. Is that ok for me to write scraper.py using my own method as long as I generate the properly formatted bios.txt and bio_urls.txt?	I did it differently and it passed without any problem
654	post_562	Could we write MP2.1 completely different from sample/scraper.ipynb	Since the website I choose is a static website, and I can easily achieve the scraping job using only bs4 and requests less than 40 lines of code. The sample Jupiter notebook is using selenium which is not necessary for a static website. Is that ok for me to write scraper.py using my own method as long as I generate the properly formatted bios.txt and bio_urls.txt?	It is possible. They only care the results, and your ipynb file are there
655	post_562	Could we write MP2.1 completely different from sample/scraper.ipynb	Since the website I choose is a static website, and I can easily achieve the scraping job using only bs4 and requests less than 40 lines of code. The sample Jupiter notebook is using selenium which is not necessary for a static website. Is that ok for me to write scraper.py using my own method as long as I generate the properly formatted bios.txt and bio_urls.txt?	I pass the autograder with bs4 and requests and ~30 lines of code.
656	post_563	Downloading dataset	"Hello ,
Is there anyway I can download APNews and Faculty dataset needed for MP 2.4 ? The git project contains only Cranfield dataset , am I missing anything here
thanks,
Abhijit"	"From previous years Slack conversations, its seems pretty clear that  we will not get the other two datasets. We need to train on Cranfield dataset and the ranker will be tested against all three.
APNews dataset, and the Faculty dataset are kind of hidden datasets that our code will be tested on for the competition.."
657	post_563	Downloading dataset	"Hello ,
Is there anyway I can download APNews and Faculty dataset needed for MP 2.4 ? The git project contains only Cranfield dataset , am I missing anything here
thanks,
Abhijit"	"The main objective is that the ranker you write should be more general and should be able to return accurate results over unseen data sets too.
See the following in Readme
You may use the provided cranfield dataset to evaluate your rankers/parameter settings locally
but remember that the leaderboard ranking is based on the performance on all the 3 datasets, so please make sure you do not overfit."
658	post_569	MP2.2 doesn't like math.log2()	Save yourself so time, use math.log(x, 2) in your InL2 implementation.  I wasted some time figuring out why the grader didn't like my InL2 results.  Turns out that the grader uses an older version of Python that does support math.log2.	Right, it was brought up here too #476 thanks!
659	post_570	Is there a detailed function reference for BeautifulSoup?	I'm looking for a detailed function reference that describes arguments, return values, etc. I haven't been able to find one.	one of the TA's referred me to this website: https://www.crummy.com/software/BeautifulSoup/bs4/doc/
660	post_570	Is there a detailed function reference for BeautifulSoup?	I'm looking for a detailed function reference that describes arguments, return values, etc. I haven't been able to find one.	"Here's a quick tip which will help you instantaneously , if you need help while running the notebook -
Say you are running the following cell in Jupyter notebook:
driver = webdriver.Chrome('./chromedriver',options=options)
Just append a ? in the beginning and voila, youll see the things you are looking for!
? driver = webdriver.Chrome('./chromedriver',options=options)
You can try it for yourself for a BeautifulSoup function.
The best part - this is true for any function in any library."
661	post_570	Is there a detailed function reference for BeautifulSoup?	I'm looking for a detailed function reference that describes arguments, return values, etc. I haven't been able to find one.	"API Documentation is:  https://www.crummy.com/software/BeautifulSoup/bs4/doc/
But if you want to understand in detail you will find a nice walkthrough here:
https://www.dataquest.io/blog/web-scraping-python-using-beautiful-soup/"
662	post_570	Is there a detailed function reference for BeautifulSoup?	I'm looking for a detailed function reference that describes arguments, return values, etc. I haven't been able to find one.	"See here also
https://campuswire.com/c/G0A3AA370/feed/185
Question 1: What is expected?
Question 2: What are supposed to do?
Question 3: How to use jupyter notebook?"
663	post_571	403 Forbidden error with urlopen	"Running into Error 403: Forbidden when accessing one of the faculty member's homepage (on a different website than the university's page). Is there any way to get around this or would it be okay if I just stick with the faculty's page with the university? The university page actually has more info.
The website of issue is https://www.researchgate.net/profile/Nandana-Weliweriya-Liyanage"	"No hard requirements that you have to extract info from faculty member home page.
My university doesn't have faculty member home page but just the profile page in the university website. That had enough information (almost like home page) and I just extracted that. Got full credit."
664	post_573	Discounted Cumulative Gain weight	"On lecture 3.5, its seem lower rank document is given weight of log(n).  Since log(n) < 1.0 where n < 10 (assuming formula is log base 10), doesn't this effectively give more weight to lower rank document?  Instinctively, don't we want to penalize the gain of lower rank document?
Thank you"	"the log is base 2 (not base 10) therefore log 3 will be 1.58 therefore we will penalize the document by dividing the weight by 1.58.
In computer science we generally use base 2.
See calculations below"
665	post_575	MP2.1 No logs available yet. Your build may still be starting up.	"I am able to see the below message on livedatalab when the code is pushed from github.
""No logs available yet. Your build may still be starting up"".
Status : Failure
Can you please let me know what I am doing wrong?"	"Please check -
If your execution of the scraping code was successful.
If so, then check if the naming of the repository is correct it should be ""MP2.1_private"" (private lowercaps).
If it is, then check if the webhook is working, you should be able to see the recent deliveried in the repo settings. There should be atleast 1 successfull delivery as soon as you PUSH the initial code from the MP2.1 to MP2.1_private repo. -"
666	post_575	MP2.1 No logs available yet. Your build may still be starting up.	"I am able to see the below message on livedatalab when the code is pushed from github.
""No logs available yet. Your build may still be starting up"".
Status : Failure
Can you please let me know what I am doing wrong?"	"I had the same issue on MP2.2 and it turns out I did not ""update"" my linked account password on Livedata lab after my github access token was updated. There is actually no way to update the password on Livedata lab so I had to delete and create a new linked account, which btw erased all my previous submission records... Hopefully this will help you."
667	post_575	MP2.1 No logs available yet. Your build may still be starting up.	"I am able to see the below message on livedatalab when the code is pushed from github.
""No logs available yet. Your build may still be starting up"".
Status : Failure
Can you please let me know what I am doing wrong?"	Please check if the personal access token has been linked correctly to your Live Data Lab account. You can check the status of this token in Github. This can cause issue sometimes.
668	post_575	MP2.1 No logs available yet. Your build may still be starting up.	"I am able to see the below message on livedatalab when the code is pushed from github.
""No logs available yet. Your build may still be starting up"".
Status : Failure
Can you please let me know what I am doing wrong?"	"Could be due to many reasons. Your code running locally could be fine but might not be satisfying all the rubric requirements of MP2.1.
You might have to go through the requirements again. Also check below points:
The expected file locations and directory structure and naming guidelines.
Content of the bio_urls.txt and bios.txt files. Their line count should match. And the files should adhere to the newline rules, ascii rules etc
Unique university and faculty criteria
etc.
Good luck."
669	post_575	MP2.1 No logs available yet. Your build may still be starting up.	"I am able to see the below message on livedatalab when the code is pushed from github.
""No logs available yet. Your build may still be starting up"".
Status : Failure
Can you please let me know what I am doing wrong?"	It will start running in some time
670	post_576	chromedriver has wrong permission	I download the chromedriver and put it into the sample folder with scraper.ipynb. However, when I run the driver, it told me that chromedriver may have the wrong permission.	Check whether your chrome browser version (e.g.9.3) and Chromedriver downloaded by you match.
671	post_576	chromedriver has wrong permission	I download the chromedriver and put it into the sample folder with scraper.ipynb. However, when I run the driver, it told me that chromedriver may have the wrong permission.	"If it is complaining then probably it has wrong permissions. Make sure the chromedriver has rwxr-xr-x 755 permissions if you are in mac or linux .
If not then below command should provide the right permissions.
chmod 755 chromedriver
Good luck."
672	post_579	Chromedriver exec needs to be in PATH	"Hi.
Does anyone know what this error means?
Thanks."	You could specify the full path name on line 3 (replace . with the path name)
673	post_579	Chromedriver exec needs to be in PATH	"Hi.
Does anyone know what this error means?
Thanks."	"Check this out: https://stackoverflow.com/questions/40555930/selenium-chromedriver-executable-needs-to-be-in-path
Alternatively, you can make sure chromedriver is on the same directory from where you are running the python code."
674	post_580	IndexError when Running Modified MP2.1 Sample Code	I tried to run the modified MP2.1 code from https://github.com/ttt-77/MP2.1-sample-code found in one of the posts. However, I am encountering an IndexError. Is anyone else facing this?	"I had the same issue with the code. The TA suggested using a try-except block to avoid this error and that seemed to work.
So add the all_headers and the faculty info in a try block and in the except just have an error, so if it goes out of bounds it will skip that record."
676	post_582	chromedriver issues	"Hi,
Please can someone help me with these errors. I tired steps mentioned in post 579 but that didn't seem to work."	Just pass the absolute path of the chromedriver in the driver object creation step.
677	post_582	chromedriver issues	"Hi,
Please can someone help me with these errors. I tired steps mentioned in post 579 but that didn't seem to work."	Is your chrome driver version matching with the chrome version installed on your machine? You can check chorme installed on your machine by going to Help -> Google Chrome of your browser. It would probably be something like  93.0.4577.63.
678	post_582	chromedriver issues	"Hi,
Please can someone help me with these errors. I tired steps mentioned in post 579 but that didn't seem to work."	#579 has this same issue resolved.
679	post_587	MP2.1 files	What is the difference between the the bios.txt and bio_urls.txt in the sample folder and out of the sample folder? As well as the difference between the scraper.ipynb in the sample folder vs. scraper_code? Is one of these sets supposed to be the example files provided in the MP2.1 assignment?	"""Is one of these sets supposed to be the example files provided in the MP2.1 assignment?""
Yes, under sample folder. scraper_code would contain your code, and bio_urls.txt and bios.txt outside the sample folder would contain your code's output."
681	post_587	MP2.1 files	What is the difference between the the bios.txt and bio_urls.txt in the sample folder and out of the sample folder? As well as the difference between the scraper.ipynb in the sample folder vs. scraper_code? Is one of these sets supposed to be the example files provided in the MP2.1 assignment?	See below. You only need to submit these 3 files. Ohers are from / for samples.
682	post_587	MP2.1 files	What is the difference between the the bios.txt and bio_urls.txt in the sample folder and out of the sample folder? As well as the difference between the scraper.ipynb in the sample folder vs. scraper_code? Is one of these sets supposed to be the example files provided in the MP2.1 assignment?	The files under the sample folder are just samples, as their names suggested, For this assignment, you'll have to write your own scraper file and then output two different files following the requirements in the README.txt.
683	post_587	MP2.1 files	What is the difference between the the bios.txt and bio_urls.txt in the sample folder and out of the sample folder? As well as the difference between the scraper.ipynb in the sample folder vs. scraper_code? Is one of these sets supposed to be the example files provided in the MP2.1 assignment?	All 3 files under the 'sample' folder are provided example code. Your code will be scraper.py/ipynb and your web scraping results will be in bios.txt and bio_urls.txt.
685	post_588	Scrap links problem	"Hi, all,
I just noticed that my code can only scrap all URLs listed on the first page. And there are 5 pages.
The URL: https://sc.edu/study/colleges_schools/hrsm/faculty-staff/
I am new to HTML. Not sure how to handle this situation. Please help. Thanks for any sharings."	Browsing your faculty page, it doesn't look like anyone has a second level homepage link. I had a similar situation and just scraped the first link level institution faculty pages. That worked well and satisfied the assignment requirements.
686	post_588	Scrap links problem	"Hi, all,
I just noticed that my code can only scrap all URLs listed on the first page. And there are 5 pages.
The URL: https://sc.edu/study/colleges_schools/hrsm/faculty-staff/
I am new to HTML. Not sure how to handle this situation. Please help. Thanks for any sharings."	There should be a url pattern for pagination that you should able to loop over
687	post_588	Scrap links problem	"Hi, all,
I just noticed that my code can only scrap all URLs listed on the first page. And there are 5 pages.
The URL: https://sc.edu/study/colleges_schools/hrsm/faculty-staff/
I am new to HTML. Not sure how to handle this situation. Please help. Thanks for any sharings."	If you can find at least 6, it is fine, so the first page is enough.
688	post_588	Scrap links problem	"Hi, all,
I just noticed that my code can only scrap all URLs listed on the first page. And there are 5 pages.
The URL: https://sc.edu/study/colleges_schools/hrsm/faculty-staff/
I am new to HTML. Not sure how to handle this situation. Please help. Thanks for any sharings."	"I think you do not need to bother about this , the website seems to have implemented pagination at the view label only i.e if I am on first page and do a view page source in the browser, i can able to see all the data of your faculty
Your faculty information is present on this table element ( below is just an example of 1 of the faculty )
<td>Faculty</td>
<td><a href=""/study/colleges_schools/hrsm/faculty-staff/augur-tenney-zanne.php"">Augur, Zanne Tenney, MIBS</a></td>"
689	post_589	Do not know how to fix the result	"I finished MP2.1 but got only 10%.
The feedback shows:
""URLs and BIOs file not formatted correctly!!!""
Could you guys give me more details about the format of two files? I put two files below:
bio_urls.txt
bios.txt
----------------------------Update---------------------
It looks like my code can not pass the test because of ""empty bio.""
Take the 4th URL as an example:
I solved this by removing empty bio and URLs.
Thank you guys for the sharings."	"Found a lot of empty lines, so these 2 files are not consistent.
You may manually remove the empty lines, and submit again to give a try."
690	post_589	Do not know how to fix the result	"I finished MP2.1 but got only 10%.
The feedback shows:
""URLs and BIOs file not formatted correctly!!!""
Could you guys give me more details about the format of two files? I put two files below:
bio_urls.txt
bios.txt
----------------------------Update---------------------
It looks like my code can not pass the test because of ""empty bio.""
Take the 4th URL as an example:
I solved this by removing empty bio and URLs.
Thank you guys for the sharings."	"The expected one looks like that one. Both should have the same line numbers.
Check your code to ensure you delete the last ""\n"" per url. You can delete the empty lines directly also"
691	post_591	In this scenario, we care more about recall, right?	"Hello, I am doing the practice quiz 3 and a little confused with the below questions:
In such scenario, we hope to caught the relevant posts as many as possible, right? Which is to say that the measure of recall in F-measure should be attached more importance. Also, I am thinking why higher beta could bring more weights to recall, any explanations would be appreciated. (I plugged in some numbers into the F-measure formula to confirm with my guess)."	I explained it in 531 as link given in an answer below, but the simple explanation is that precision*recall/precision+recall - which is a simplification of formula - when precision goes higher the sum (in denominator) goes towards it - thus the division would cancel out precision/precision leaving recall - on the other hand if recall goes higher the sum would be closer to it, thus cancelling recall/recall in the formula.
693	post_591	In this scenario, we care more about recall, right?	"Hello, I am doing the practice quiz 3 and a little confused with the below questions:
In such scenario, we hope to caught the relevant posts as many as possible, right? Which is to say that the measure of recall in F-measure should be attached more importance. Also, I am thinking why higher beta could bring more weights to recall, any explanations would be appreciated. (I plugged in some numbers into the F-measure formula to confirm with my guess)."	Very good explanation in #531
694	post_593	live data lab	I have submitted MP2.1 and I can see my grade on coursera but when I look at the submission history it doesnt show me success or failure.  Is this a problem?	"Projects -> MP2.1 -> Click on Submission
See “Submission Details” alternatively, you can look at the last two lines of the “Submission Log”"
695	post_593	live data lab	I have submitted MP2.1 and I can see my grade on coursera but when I look at the submission history it doesnt show me success or failure.  Is this a problem?	Please check after sometime, processing normally takes a little while.
696	post_593	live data lab	I have submitted MP2.1 and I can see my grade on coursera but when I look at the submission history it doesnt show me success or failure.  Is this a problem?	Can you go to the leaderboard tab and check once?
703	post_597	git push error	"I'm having trouble setting up mp2.1. I already created my private repo and cloned it successfully but when I try to push my code I keep getting an error below. How should I fix this?
(base) graceim@wirelessprv-10-193-48-75 ~ % git push --mirror git@github.com:grace2330/MP2.1.git

fatal: Not a git repository (or any of the parent directories): .git"	"After you have complete the assignment, you need to be inside the parent folder of your repository (the parent folder should have the .git file) and then push using
git push origin main
like you did in MP1. Same process. No change."
704	post_598	Where should I save the chromium web driver	where should I keep the downloaded web driver for chrome? It is currently in my downloads folder.	Keep in the folder where your .py file is
705	post_598	Where should I save the chromium web driver	where should I keep the downloaded web driver for chrome? It is currently in my downloads folder.	"The chromedriver can be anywhere in you system.
Just you need to specify the absolute path in the driver object creation step."
706	post_600	bio_url.txt and bios.txt files are empty	"Hi,
I was able to scrape the directory page and the faculty url but when I ran the code to write the urls and extracted bio to the txt files they were empty. Please can someone help me with this?"	For me the first part (where we get the urls) of the code worked when I just replaced the appropriate links, for the most part, except that I did not need to add the base url to the url I got.  But for the second part where we get the bios I had to write the code myself because the university's page was different than uiuc's
707	post_600	bio_url.txt and bios.txt files are empty	"Hi,
I was able to scrape the directory page and the faculty url but when I ran the code to write the urls and extracted bio to the txt files they were empty. Please can someone help me with this?"	did this happen to you when you were doing the sample?
708	post_600	bio_url.txt and bios.txt files are empty	"Hi,
I was able to scrape the directory page and the faculty url but when I ran the code to write the urls and extracted bio to the txt files they were empty. Please can someone help me with this?"	"You will have to change your code based on the html of the faculty page/university page that you are accessing. You have probably not made required changes.
Please refer to beautiful soup reference
and a good explanation from Tengjun here"
709	post_601	Scraping faculty url error	I'm trying to scrap faculty url but it's throwing a weird error. I changed the scrape_faculty_page(fac_url,driver) function and I don't know if that's causing the error.	Check ERR_NAME_NOT_RESOLVED
710	post_601	Scraping faculty url error	I'm trying to scrap faculty url but it's throwing a weird error. I changed the scrape_faculty_page(fac_url,driver) function and I don't know if that's causing the error.	"Please check the URL also whether it is accessible.
ERR_NAME_NOT_RESOLVED is a DNS error when it can't resolve an IP for a website"
711	post_601	Scraping faculty url error	I'm trying to scrap faculty url but it's throwing a weird error. I changed the scrape_faculty_page(fac_url,driver) function and I don't know if that's causing the error.	This error may be due to the Chrome driver not available for Jupyter notebook. Once you download the webdriver, you can move it to appropriate folder and provide full path instead of relative path.
712	post_601	Scraping faculty url error	I'm trying to scrap faculty url but it's throwing a weird error. I changed the scrape_faculty_page(fac_url,driver) function and I don't know if that's causing the error.	Not sure what extent of code can be shared publicly. I believe if you have question with your code sections , it should be asked to instructors in a private post. You can always ask generic question here to everyone with minimum or no code sharing.
713	post_601	Scraping faculty url error	I'm trying to scrap faculty url but it's throwing a weird error. I changed the scrape_faculty_page(fac_url,driver) function and I don't know if that's causing the error.	Is your Google Chrome browser version and the chromedriver that you have downloaded is same
718	post_605	MP2.1 Using the sample code	I am assuming we are allowed to use the sample code and change it accordingly to match our specific use cases, is that correct?	Yes we are allowed to do that. The only think you are not allowed to do is use any UIUC faculty pages.
719	post_605	MP2.1 Using the sample code	I am assuming we are allowed to use the sample code and change it accordingly to match our specific use cases, is that correct?	"Yes, and make sure you do not use any existing faculty page as well.
Addition to that, i found adding an else condition in the step where you search for text on the scraped html page.
This will help you debug whether you are getting any data or not.
if bio.strip()!= '' and bio_url.strip()!='':
        bio_urls.append(bio_url.strip())
        bios.append(bio)
else:
       print ('No Data found !!!')"
720	post_605	MP2.1 Using the sample code	I am assuming we are allowed to use the sample code and change it accordingly to match our specific use cases, is that correct?	Yes, that is correct. You can make appropriate modifications to suit the department you have picked.
722	post_605	MP2.1 Using the sample code	I am assuming we are allowed to use the sample code and change it accordingly to match our specific use cases, is that correct?	Yes, I believe that it's correct
723	post_605	MP2.1 Using the sample code	I am assuming we are allowed to use the sample code and change it accordingly to match our specific use cases, is that correct?	Yes, and if I may add most of the code for scraping is redundant- your structure might be very simple - I personally deleted all of it and just coded 3-4 lines to scrape my code.
724	post_605	MP2.1 Using the sample code	I am assuming we are allowed to use the sample code and change it accordingly to match our specific use cases, is that correct?	"As long as you produce the required output files and have the required structure, it is allowed.
It has been helpful to keep printing the extracted elements (from find or find_all) /urls and tailor the loops according to your webpage - which you can write yourself with the help of the view page source option."
725	post_607	bios.txt and bio_urls.txt empty for sample code	When I run the sample code given to us, bios.txt and bio_urls.txt are both empty after I run it. Is the code given there incorrect? why does this occur?	Yes the sample code is not up to date  to match the latest version of the faculty page. Or in other words the sample code is not being maintained for any changes in the UIUC Website. Last year, UIUC website went through some major UI changes  which i guess broke the full functionality of the sample code.
726	post_607	bios.txt and bio_urls.txt empty for sample code	When I run the sample code given to us, bios.txt and bio_urls.txt are both empty after I run it. Is the code given there incorrect? why does this occur?	"You will have to modify your code based on the corresponding university / faculty page. The sample code is for html of UIUC page, though there have been changes in UIUC html too. Therefore, it won't work without necessary modification based on current html.
Please refer to beautiful soup reference
and a good explanation from Tengjun here"
731	post_612	is it okay to treat the faculty profile page as home page?	"When I ran the updated Sample script  https://github.com/ttt-77/MP2.1-sample-code/blob/main/MP2.1 Smaple code.ipynb
the bio_urls.txt were just the homepage urls."	"Yu do need more than 5-6 faculty urls to be graded properly.
I suggest, google for a university ""computer science university faculty"" and try to find a suitable university. (It might take a half n hr, but you will find one, which is not used yet).
Do an inspect on the faculty page to see if the page has  href tags and urls."
732	post_612	is it okay to treat the faculty profile page as home page?	"When I ran the updated Sample script  https://github.com/ttt-77/MP2.1-sample-code/blob/main/MP2.1 Smaple code.ipynb
the bio_urls.txt were just the homepage urls."	One home page has multiple professor urls. Based on these urls, you need to find detailed bio
733	post_612	is it okay to treat the faculty profile page as home page?	"When I ran the updated Sample script  https://github.com/ttt-77/MP2.1-sample-code/blob/main/MP2.1 Smaple code.ipynb
the bio_urls.txt were just the homepage urls."	"See here
https://campuswire.com/c/G0A3AA370/feed/185
Question 1: What is expected?
Question 2: What are supposed to do?
Question 3: How to use jupyter notebook?"
734	post_613	handshake failed error	Hi, I keep getting this error when scraping the directory page for links. However, the code still works and gets the links as expected. Can I simply ignore these error messages?	I believe you can. the autograder is only looking for the text files and the .py file in your submission.
735	post_613	handshake failed error	Hi, I keep getting this error when scraping the directory page for links. However, the code still works and gets the links as expected. Can I simply ignore these error messages?	"If that is your expected faculty count with the right urls you should be fine.
You might be curious about those error (and want to resolve for clean execution) but auto grader shouldn't care for these error lines as long as you have right content on the bios.txt and bio_urls.txt."
736	post_615	AttributeError: 'NoneType' object has no attribute 'get_text'	"I get this error:
AttributeError: 'NoneType' object has no attribute 'get_text'
when running MP 2.1 specifically for these lines of code:
bio_url,bio = scrape_faculty_page(link,driver)
bio = process_bio(profile_sec.get_text(separator=' '))
Any suggestions? I've been trying to fix this bug for a while now but am at a loss, help would be much appreciated!"	" 'NoneType' object has no attribute 'get_text'
Your code is trying to call get_text from profile_sec. But profile_sec is empty (None). Check how you are you getting data on profile_sec and probably fix that (it should not be None)."
737	post_615	AttributeError: 'NoneType' object has no attribute 'get_text'	"I get this error:
AttributeError: 'NoneType' object has no attribute 'get_text'
when running MP 2.1 specifically for these lines of code:
bio_url,bio = scrape_faculty_page(link,driver)
bio = process_bio(profile_sec.get_text(separator=' '))
Any suggestions? I've been trying to fix this bug for a while now but am at a loss, help would be much appreciated!"	"One suggestion,try to add a else condition to the scraping section where you check for bio data is not empty.
and add a print statement in the else.
Also, can you add screengrab of the inspect portion gor the faculty name url?"
738	post_616	bios.txt formatting	"Hi, I just wanted to confirm if my bios.txt formatting is correct.
If I were to have 35 faculty member urls in the bio_urls.txt file, then should I also only have 35 lines in the bios.txt file? i.e. we should only have one line for each faculty member in the bios.txt?"	Yes, that's the expectation. The sequence of faculty url in bios_url.txt and biography in bios.txt should match. Sometimes if the biography is too big, the editor would wrap up the information into multiple lines. That should not be a problem.
739	post_616	bios.txt formatting	"Hi, I just wanted to confirm if my bios.txt formatting is correct.
If I were to have 35 faculty member urls in the bio_urls.txt file, then should I also only have 35 lines in the bios.txt file? i.e. we should only have one line for each faculty member in the bios.txt?"	Correct...  and each line number in bio_urls.txt should refer to the data with same corresponding line number in bios.txt. In short, you have to maintain same order in both files.
740	post_616	bios.txt formatting	"Hi, I just wanted to confirm if my bios.txt formatting is correct.
If I were to have 35 faculty member urls in the bio_urls.txt file, then should I also only have 35 lines in the bios.txt file? i.e. we should only have one line for each faculty member in the bios.txt?"	Yes , that is the correct  understanding
741	post_617	Index out of range issue with the scraper code	"Hello,
I am getting this index out of range error while trying to run the scraper code. Any suggestion?"	"I'm not sure if you are still facing the error.
try placing the variables that extract the information in a try-except block and then try executing the code. So when the index goes out of range it will skip the value and move on to the next."
742	post_617	Index out of range issue with the scraper code	"Hello,
I am getting this index out of range error while trying to run the scraper code. Any suggestion?"	"This usually comes when you try to execute the notebook from between or miss any section.
try to execute all the parts again.
this happened with me too as the webdriver object was getting lost and had to run it from beginning"
743	post_617	Index out of range issue with the scraper code	"Hello,
I am getting this index out of range error while trying to run the scraper code. Any suggestion?"	"Either this is empty all_headers
Or this is empty: all_headers[0].get_text().lower().split()
Likely all_headers is empty
print function will be your good friend here to fix the issue,"
744	post_617	Index out of range issue with the scraper code	"Hello,
I am getting this index out of range error while trying to run the scraper code. Any suggestion?"	"Check if it is a blank list before applying the index [-1]?
i.e. all_headers[0].get_text().lower().split() = []"
745	post_618	Is MP2.1 autograded?	By that I mean if we get a score of 1 on LiveLab does that mean we got full points and met all the requirements?	Please make sure you see 100% in the grades in coursera page. Initially I got 1 on Livelab but when I looked at coursera I only got 30% (Because I did not check the google sheet before and used a link taken by another student.) That is a special case, but anyway checking the grades in coursra is the safest way : )
747	post_618	Is MP2.1 autograded?	By that I mean if we get a score of 1 on LiveLab does that mean we got full points and met all the requirements?	"Yes, it is autograded. As long as you see ""100%"" against your assignment in the Grades page, you are good."
748	post_618	Is MP2.1 autograded?	By that I mean if we get a score of 1 on LiveLab does that mean we got full points and met all the requirements?	"Yes. Correct.
Also make sure on Coursera Grade section you have received your grade too."
749	post_619	Is that okay to include 'chromedriver.exe' file in my submission?	Since it's needed by the scraper and the instruction in example code said that it should be downloaded to current directory('scraper_code' folder). Is that okay to submit my work along with this file?	Yea , you can include it. I also did without any issue
750	post_619	Is that okay to include 'chromedriver.exe' file in my submission?	Since it's needed by the scraper and the instruction in example code said that it should be downloaded to current directory('scraper_code' folder). Is that okay to submit my work along with this file?	Yes. Included in my assignment and no issues.
751	post_619	Is that okay to include 'chromedriver.exe' file in my submission?	Since it's needed by the scraper and the instruction in example code said that it should be downloaded to current directory('scraper_code' folder). Is that okay to submit my work along with this file?	Yes, that is OK.
752	post_619	Is that okay to include 'chromedriver.exe' file in my submission?	Since it's needed by the scraper and the instruction in example code said that it should be downloaded to current directory('scraper_code' folder). Is that okay to submit my work along with this file?	You could ‘touch .gitignore’ and then ‘git  rm —cached FILENAME’ to remove it from future commits
753	post_619	Is that okay to include 'chromedriver.exe' file in my submission?	Since it's needed by the scraper and the instruction in example code said that it should be downloaded to current directory('scraper_code' folder). Is that okay to submit my work along with this file?	"Its usually not preferred (frowned upon) to upload an executables directly on Git.
you just need to put the absolute path of the chromedriver (can be anywhere on your system) in the driver object creation step."
